"","river","model","N","BP","R2","n_obs","stat_correct","MSE","in50","below90","below95","in95","selected_features","coef_selected"
"1","1","random_forest_ havelmodel_01",1.67359505721556e-05,5.46464033347395e-06,0.606537372320473,89,FALSE,0.524716453830091,3,5,5,5,
